0.000000000000000000e+00,1.000000000000000056e-01,2.000000000000000111e-01,3.000000000000000444e-01,4.000000000000000222e-01,5.000000000000000000e-01,6.000000000000000888e-01,7.000000000000000666e-01,8.000000000000000444e-01,9.000000000000000222e-01,1.000000000000000000e+00,1.100000000000000089e+00,1.200000000000000178e+00,1.300000000000000044e+00,1.400000000000000133e+00,1.500000000000000000e+00,1.600000000000000089e+00,1.700000000000000178e+00,1.800000000000000044e+00,1.900000000000000133e+00,2.000000000000000000e+00
0.000000000000000000e+00,2.804204873388870256e-01,2.348826606044575716e+00,8.884370742610309124e-01,9.487129812556138742e-01,1.580735236335275513e-16,-5.189507533749739832e-01,-1.232169208363063095e+00,-3.901491025021680548e-01,-1.169982192488814521e+00,-3.297682900742417651e-16,5.017791159431986836e-01,9.159501662525773025e-01,2.790700642781596574e+00,7.372565057486218931e-01,4.484042960623473108e-16,-2.151626782735986676e-01,-3.433402884837966629e-01,-4.941911375163664522e-01,-7.604408178678885299e-01,-9.299614201052154763e-16
0.000000000000000000e+00,2.303463827829503249e-02,6.466996281594900031e-02,7.941789626852575890e-02,3.054527931398277191e-02,4.765685135713812440e-18,-3.600926730473687221e-02,-1.461699348843172215e-02,-5.992334819740572499e-02,-3.895806929604715696e-02,-1.699490445249428833e-17,2.525674384693852442e-02,3.281092401712293327e-02,7.099651568950077207e-02,2.636621569808610469e-02,2.298280377609649559e-17,-3.487608712046908616e-02,-1.432813897083796105e-02,-7.184930044834184071e-02,-2.858049681885032819e-02,-2.063725425731998512e-17
0.000000000000000000e+00,1.692647759850236744e+00,1.606771512391236278e+00,5.932357450091966244e-01,1.346787698129775723e+00,2.527898965529708862e-16,-9.321353065257503845e-01,-1.603906216536080453e+00,-2.232428240607776004e+00,-1.187775005521379601e+00,-1.754604958965669492e-16,4.056854532301810701e-01,7.217551784426111394e-02,1.468940866676321733e+00,7.789369464360236250e-01,3.669502724566040488e-16,-5.223540362061941389e-01,-1.040786594738144943e+00,-5.135595958293522889e-01,-3.937239555440014138e-01,-6.875109852944960972e-16
0.000000000000000000e+00,2.893848992868817138e-01,4.334814720268814758e-01,4.469870822477460814e-01,3.312112721598084453e-01,5.347975504544550936e-17,-2.286056021361220769e-01,-1.737985118018855191e-01,-1.576772190245631644e-01,-1.224765768714028841e-01,-5.906731737490444055e-17,3.068499142072058650e-01,1.887088105145977857e-01,2.128346993189778047e-01,7.500836488742855523e-02,1.457554479551232237e-16,-2.422614633721623112e-02,-3.713746560253710638e-01,-3.208735191067391690e-01,-1.316635496544616979e-01,-2.078162197113312245e-17
0.000000000000000000e+00,5.847093867911541398e-01,7.928324344668249424e-01,4.590716381345432695e-01,1.268730814000054996e-01,1.311812945519016955e-16,-7.293480867324808603e-01,-2.305749889262045382e+00,-9.506875419181075593e-01,-5.291499042056733160e-01,-3.303527477125907487e-16,2.548757221746749679e-01,9.405882196022697928e-01,2.393843713071415635e+00,5.034362912100210918e-01,2.956451879386950262e-16,-6.705084903855020872e-01,-3.715081554922782470e+00,-2.330605975179215417e+00,-9.195726830102077809e-01,-8.706702044460449791e-16
0.000000000000000000e+00,2.146653471581977946e-01,2.182812413901681348e-01,5.218377275959893424e-01,2.815791576941438848e-02,2.729492548884168589e-17,-3.434000615936604328e-01,-5.469693922496810662e-02,-5.394109090458740763e-01,-3.518740849110509328e-01,-4.487105145293889088e-17,3.590307452897290585e-01,1.010130575538422115e-01,1.841871549375215245e-01,2.121694956236288010e-01,3.951585325765351260e-17,-1.630178855874505617e-01,-5.792221234987242617e-01,-5.971111866944097679e-01,-1.110135606203090514e-01,-1.147433877060578130e-16
0.000000000000000000e+00,3.754481457754537121e-01,8.970723676424698922e-01,2.356815121843122418e-01,3.717682014513875588e-01,1.335326315297917235e-16,-6.799583170868345183e-01,-1.370914151614632537e-01,-5.300519100289268204e-01,-3.900449939122201948e-01,-1.926805140790179100e-17,4.717367141779786888e-01,3.009861315469796739e-01,8.397155074374348382e-01,1.537789642238741872e-01,2.582281630509728417e-16,-4.604668262929135225e-01,-6.049664863148968008e-01,-3.168602981012707542e-01,-4.925483468664051401e-01,-5.298652913579489385e-16
0.000000000000000000e+00,2.743340152402828913e-01,3.124044360539494636e-01,2.059753444580882109e-01,3.160822077815291231e-01,4.034547031835838994e-17,-1.658883889948772894e-01,-3.496002291405707063e-01,-1.972423083167710589e-01,-2.412690788013888699e-01,-2.563304571467336603e-17,7.022770636275446621e-02,3.841634022984412034e-01,4.715094122734965199e-01,1.877204640662112900e-01,1.652257878725209197e-16,-1.043064228006632538e-01,-3.193456298379833691e-01,-5.863808814400148783e-01,-3.253365244901984532e-01,-1.980194222731785198e-16
0.000000000000000000e+00,8.983977082904521794e-01,1.092912458078593607e+00,8.488267720875847244e-01,1.248876592423317167e+00,2.183488247117483543e-16,-5.860429034554072159e-01,-1.402507856644050976e+00,-1.064326273579343285e+00,-1.367998995914426530e+00,-1.861870536012870602e-16,8.787830635246620670e-01,7.603578518786500151e-01,1.778246834025003054e+00,1.016283693377088682e+00,4.952808777135590175e-16,-1.228497623392161175e+00,-1.600718388472907039e+00,-7.867429087423584155e-01,-8.870845998803588150e-01,-9.449222258852945882e-16
